sampleDate,station,cruise,MM,YYYY,Valid,vessel,start_timeIn,end_timeOut,start_decLat,start_decLon,depth(m),day_or_night,sciName,commonName,stage,lengthType,length(mm),weight(g),p_towDistance,s_towDistance
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,25,0.2285,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1794,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1497,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1004,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0533,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0923,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0886,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0905,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0959,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1012,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0953,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1279,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1314,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1395,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0583,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0867,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0622,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0647,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0912,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1459,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0518,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0831,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0653,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0512,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0691,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0633,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0649,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1217,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.06,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0977,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0716,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1407,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,23,0.1772,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1212,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0802,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.0972,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1044,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0786,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1079,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,15,0.058,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0796,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0707,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0652,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.092,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0809,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1134,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1203,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.1028,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0529,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.0887,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0829,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1305,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0744,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1137,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0739,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0653,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1019,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1196,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0961,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0857,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1268,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1875,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0911,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0878,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0756,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1161,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.0927,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,23,0.189,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0994,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0629,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,23,0.1548,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0698,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0788,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0664,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,15,0.052,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0688,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1223,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0573,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0774,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1543,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1043,,
3/29/13,NH05,MAR 28 2013,3,2013,Y,Elakha,12:44:00,12:54:00,44.658683,-124.184267,63.9,Day,Parophrys vetulus,English sole,,SL,112,20.1966,752,772
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0706,,
3/29/13,NH05,MAR 28 2013,3,2013,Y,Elakha,12:44:00,12:54:00,44.658683,-124.184267,63.9,Day,Parophrys vetulus,English sole,,SL,114,17.9932,752,772
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0778,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.103,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.2045,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0842,,
3/29/13,NH05,MAR 28 2013,3,2013,Y,Elakha,12:44:00,12:54:00,44.658683,-124.184267,63.9,Day,Parophrys vetulus,English sole,YOY,SL,85,8.1762,752,772
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0596,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0885,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1397,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1171,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0868,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.125,,
3/29/13,NH03,MAR 28 2013,3,2013,Y,Elakha,10:13:00,10:23:00,44.6475,-124.131783,46.7,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1185,690,696
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1439,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,15,0.0526,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1763,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.123,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0611,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,23,0.1592,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1048,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0753,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1506,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1295,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0911,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1237,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,15,0.0483,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0815,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1486,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0768,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.0961,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.1083,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0627,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0769,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.0763,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0843,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0904,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,16,0.0626,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1185,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.123,,
3/29/13,NH05,MAR 28 2013,3,2013,Y,Elakha,12:44:00,12:54:00,44.658683,-124.184267,63.9,Day,Parophrys vetulus,English sole,,SL,111,18.5959,752,772
3/29/13,NH05,MAR 28 2013,3,2013,Y,Elakha,12:44:00,12:54:00,44.658683,-124.184267,63.9,Day,Parophrys vetulus,English sole,,SL,109,17.2668,752,772
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1562,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1323,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,17,0.072,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1087,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0868,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.1049,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.1761,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0834,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1187,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0791,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0767,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0868,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0876,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.1393,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.1079,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0899,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0979,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1199,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.113,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,19,0.0909,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1176,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,21,0.13,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,22,0.168,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,20,0.1498,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0887,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,18,0.0903,,
3/29/13,MB40,MAR 28 2013,3,2013,Y,Elakha,14:40:00,14:50:00,44.6919,-124.108217,40.8,Day,Parophrys vetulus,English sole,YOY,SL,15,0.0418,,
